tip_id,week,day,category,tip_short_fr,tip_long_fr,tip_short_ar,tip_long_ar,tip_short_en,tip_long_en,sources
tip_w34_d02,34,2,developpement,Les ongles de bébé sont finis.,"Ce qui se passe : bébé change très vite à ce stade ✅ Aujourd’hui : continue les habitudes saines (eau, sommeil, vitamines) 💛 Normal si : ne pas sentir grand‑chose au début est normal",اكتملت أظافر الطفل.,ما الذي يحدث: الطفل يتطور بسرعة في هذه المرحلة ✅ اليوم: واصلي العادات الصحية (ماء، نوم، فيتامينات) 💛 طبيعي إذا: عدم الشعور بشيء واضح في البداية طبيعي,Baby's nails are finished.,"What’s happening: baby is changing fast at this stage ✅ Today: keep healthy habits (water, sleep, vitamins) 💛 Normal if: not feeling much early on is normal",internal
tip_w34_d03,34,3,sante,"Fatigue intense ? C'est normal, reposez-vous.","Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",تعب شديد؟ طبيعي، ارتاحي.,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,"Intense fatigue? Normal, rest.","Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",internal
tip_w34_d04,34,4,preparation,Congé maternité en vue ?,"Pourquoi ? ces étapes t’aident à anticiper et à vivre la grossesse sereinement ✅ Aujourd’hui : note cette info et prépare la prochaine étape 💡 À retenir : chaque grossesse est unique, ajuste avec ton médecin",إجازة الأمومة في الأفق؟,لماذا؟ هذه الخطوات تساعدك على الاستعداد بهدوء ✅ اليوم: سجّلي هذه المعلومة وجهّزي الخطوة التالية 💡 تذكّري: كل حمل مختلف، وسيتم التعديل مع طبيبك,Maternity leave in sight?,Why? these steps help you plan calmly ✅ Today: note this in the app and plan the next step 💡 Remember: every pregnancy is unique—adjust with your clinician,internal
tip_w34_d05,34,5,preparation,Faites le plein de plats au congélateur.,"Pourquoi ? ces étapes t’aident à anticiper et à vivre la grossesse sereinement ✅ Aujourd’hui : note cette info et prépare la prochaine étape 💡 À retenir : chaque grossesse est unique, ajuste avec ton médecin",املئي المجمد بالوجبات.,لماذا؟ هذه الخطوات تساعدك على الاستعداد بهدوء ✅ اليوم: سجّلي هذه المعلومة وجهّزي الخطوة التالية 💡 تذكّري: كل حمل مختلف، وسيتم التعديل مع طبيبك,Stock up meals in freezer.,Why? these steps help you plan calmly ✅ Today: note this in the app and plan the next step 💡 Remember: every pregnancy is unique—adjust with your clinician,internal
tip_w34_d06,34,6,nutrition,Dattes : commencez à en manger 3-6/jour (selon avis).,Pourquoi ? une alimentation équilibrée nourrit bébé et limite les symptômes ✅ Aujourd’hui : ajoute un aliment clé lié au tip 💡 Astuce : mange en petites portions si nausées,تمر: ابدئي بأكل 3-6 يومياً (حسب الرأي).,لماذا؟ الغذاء المتوازن يغذي الطفل ويخفف الأعراض ✅ اليوم: أضيفي طعاماً مفيداً مرتبطاً بالنصيحة 💡 نصيحة: كلي كميات صغيرة إذا كان لديكِ غثيان,Dates: start eating 3-6/day (per advice).,Why? balanced food nourishes baby and eases symptoms ✅ Today: add a key food tied to the tip 💡 Tip: eat small portions if nauseous,Nutrition
tip_w34_d07,34,7,preparation,Visitez la maternité si possible.,"Pourquoi ? ces étapes t’aident à anticiper et à vivre la grossesse sereinement ✅ Aujourd’hui : note cette info et prépare la prochaine étape 💡 À retenir : chaque grossesse est unique, ajuste avec ton médecin",زوري المستشفى إن أمكن.,لماذا؟ هذه الخطوات تساعدك على الاستعداد بهدوء ✅ اليوم: سجّلي هذه المعلومة وجهّزي الخطوة التالية 💡 تذكّري: كل حمل مختلف، وسيتم التعديل مع طبيبك,Visit the hospital if possible.,Why? these steps help you plan calmly ✅ Today: note this in the app and plan the next step 💡 Remember: every pregnancy is unique—adjust with your clinician,internal
tip_w35_d01,35,1,developpement,Bébé a la taille d'un melon miel.,"Ce qui se passe : bébé change très vite à ce stade ✅ Aujourd’hui : continue les habitudes saines (eau, sommeil, vitamines) 💛 Normal si : ne pas sentir grand‑chose au début est normal",الطفل بحجم الشمام.,ما الذي يحدث: الطفل يتطور بسرعة في هذه المرحلة ✅ اليوم: واصلي العادات الصحية (ماء، نوم، فيتامينات) 💛 طبيعي إذا: عدم الشعور بشيء واضح في البداية طبيعي,Baby is the size of a honeydew.,"What’s happening: baby is changing fast at this stage ✅ Today: keep healthy habits (water, sleep, vitamins) 💛 Normal if: not feeling much early on is normal",internal
tip_w35_d02,35,2,preparation,Écrivez votre projet de naissance (souhaits).,"Pourquoi ? ces étapes t’aident à anticiper et à vivre la grossesse sereinement ✅ Aujourd’hui : note cette info et prépare la prochaine étape 💡 À retenir : chaque grossesse est unique, ajuste avec ton médecin",اكتبي مشروع ولادتك (رغباتك).,لماذا؟ هذه الخطوات تساعدك على الاستعداد بهدوء ✅ اليوم: سجّلي هذه المعلومة وجهّزي الخطوة التالية 💡 تذكّري: كل حمل مختلف، وسيتم التعديل مع طبيبك,Write your birth plan (wishes).,Why? these steps help you plan calmly ✅ Today: note this in the app and plan the next step 💡 Remember: every pregnancy is unique—adjust with your clinician,internal
tip_w35_d03,35,3,preparation,Test du streptocoque B (prélèvement).,"Pourquoi ? ces étapes t’aident à anticiper et à vivre la grossesse sereinement ✅ Aujourd’hui : note cette info et prépare la prochaine étape 💡 À retenir : chaque grossesse est unique, ajuste avec ton médecin",تحليل المكورات العقدية ب (مسحة).,لماذا؟ هذه الخطوات تساعدك على الاستعداد بهدوء ✅ اليوم: سجّلي هذه المعلومة وجهّزي الخطوة التالية 💡 تذكّري: كل حمل مختلف، وسيتم التعديل مع طبيبك,Strep B test (swab).,Why? these steps help you plan calmly ✅ Today: note this in the app and plan the next step 💡 Remember: every pregnancy is unique—adjust with your clinician,Labo
tip_w35_d04,35,4,sante,Surveillez les signes de travail (contractions).,"Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",راقبي علامات المخاض (تقلصات).,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,Watch for signs of labor (contractions).,"Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",CNGOF
tip_w35_d05,35,5,sante,Perte du bouchon muqueux ? Pas de panique.,"Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",نزول السدادة المخاطية؟ لا ذعر.,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,Lost mucous plug? Don't panic.,"Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",internal
tip_w35_d06,35,6,exercice,Marchez un peu pour aider bébé à descendre.,"Pourquoi ? le mouvement améliore la circulation et le confort ✅ Aujourd’hui : fais une activité douce 15–30 min 🚩 Stoppez et consultez si : douleur, vertiges, saignement, contractions régulières",امشي قليلاً لمساعدة الطفل على النزول.,لماذا؟ الحركة تحسن الدورة الدموية والراحة ✅ اليوم: مارسي نشاطاً خفيفاً 15–30 دقيقة 🚩 توقفي وراجعي الطبيب إذا: ألم، دوار، نزف، تقلصات منتظمة,Walk a little to help baby descend.,"Why? movement improves circulation and comfort ✅ Today: do a gentle activity for 15–30 min 🚩 Stop and seek care if: pain, dizziness, bleeding, regular contractions",ACOG
tip_w35_d07,35,7,preparation,Vérifiez les papiers d'admission.,"Pourquoi ? ces étapes t’aident à anticiper et à vivre la grossesse sereinement ✅ Aujourd’hui : note cette info et prépare la prochaine étape 💡 À retenir : chaque grossesse est unique, ajuste avec ton médecin",تحققي من أوراق الدخول.,لماذا؟ هذه الخطوات تساعدك على الاستعداد بهدوء ✅ اليوم: سجّلي هذه المعلومة وجهّزي الخطوة التالية 💡 تذكّري: كل حمل مختلف، وسيتم التعديل مع طبيبك,Check admission papers.,Why? these steps help you plan calmly ✅ Today: note this in the app and plan the next step 💡 Remember: every pregnancy is unique—adjust with your clinician,internal
tip_w36_d01,36,1,developpement,Bébé a la taille d'une laitue romaine.,"Ce qui se passe : bébé change très vite à ce stade ✅ Aujourd’hui : continue les habitudes saines (eau, sommeil, vitamines) 💛 Normal si : ne pas sentir grand‑chose au début est normal",الطفل بحجم خس روماني.,ما الذي يحدث: الطفل يتطور بسرعة في هذه المرحلة ✅ اليوم: واصلي العادات الصحية (ماء، نوم، فيتامينات) 💛 طبيعي إذا: عدم الشعور بشيء واضح في البداية طبيعي,Baby is the size of a romaine lettuce.,"What’s happening: baby is changing fast at this stage ✅ Today: keep healthy habits (water, sleep, vitamins) 💛 Normal if: not feeling much early on is normal",internal
tip_w36_d02,36,2,developpement,Bébé perd son duvet (lanugo).,"Ce qui se passe : bébé change très vite à ce stade ✅ Aujourd’hui : continue les habitudes saines (eau, sommeil, vitamines) 💛 Normal si : ne pas sentir grand‑chose au début est normal",يفقد الطفل زغبه.,ما الذي يحدث: الطفل يتطور بسرعة في هذه المرحلة ✅ اليوم: واصلي العادات الصحية (ماء، نوم، فيتامينات) 💛 طبيعي إذا: عدم الشعور بشيء واضح في البداية طبيعي,Baby loses his down (lanugo).,"What’s happening: baby is changing fast at this stage ✅ Today: keep healthy habits (water, sleep, vitamins) 💛 Normal if: not feeling much early on is normal",internal
tip_w36_d03,36,3,sante,"Si bébé naît maintenant, il est presque à terme.","Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",إذا ولد الآن، فهو شبه مكتمل.,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,"If born now, he's almost full term.","Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",internal
tip_w36_d04,36,4,sante,Surveillez toujours les mouvements !,"Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",راقبي الحركات دائماً!,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,Always watch movements!,"Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",ACOG
tip_w36_d05,36,5,preparation,Valise dans la voiture ?,"Pourquoi ? ces étapes t’aident à anticiper et à vivre la grossesse sereinement ✅ Aujourd’hui : note cette info et prépare la prochaine étape 💡 À retenir : chaque grossesse est unique, ajuste avec ton médecin",الحقيبة في السيارة؟,لماذا؟ هذه الخطوات تساعدك على الاستعداد بهدوء ✅ اليوم: سجّلي هذه المعلومة وجهّزي الخطوة التالية 💡 تذكّري: كل حمل مختلف، وسيتم التعديل مع طبيبك,Bag in the car?,Why? these steps help you plan calmly ✅ Today: note this in the app and plan the next step 💡 Remember: every pregnancy is unique—adjust with your clinician,internal
tip_w36_d06,36,6,bien_etre,"Reposez-vous, emmagasinez du sommeil.","Pourquoi ? le bien‑être réduit le stress et aide ton corps à s’adapter ✅ Aujourd’hui : accorde‑toi 10–20 min de repos ou de douceur 💛 Normal si : fatigue, émotions variables, besoin de ralentir",ارتاحي، خزني النوم.,لماذا؟ الراحة تقلل التوتر وتساعد جسمك على التكيّف ✅ اليوم: امنحي نفسكِ 10–20 دقيقة راحة أو عناية 💛 طبيعي إذا: تعب، تقلبات مزاج، حاجة للهدوء,"Rest, store up sleep.","Why? well‑being lowers stress and helps your body adapt ✅ Today: give yourself 10–20 min of rest or kindness 💛 Normal if: fatigue, mood shifts, need to slow down",internal
tip_w36_d07,36,7,preparation,Préparez le numéro des urgences/médecin.,"Pourquoi ? ces étapes t’aident à anticiper et à vivre la grossesse sereinement ✅ Aujourd’hui : note cette info et prépare la prochaine étape 💡 À retenir : chaque grossesse est unique, ajuste avec ton médecin",جهزي رقم الطوارئ/الطبيب.,لماذا؟ هذه الخطوات تساعدك على الاستعداد بهدوء ✅ اليوم: سجّلي هذه المعلومة وجهّزي الخطوة التالية 💡 تذكّري: كل حمل مختلف، وسيتم التعديل مع طبيبك,Prepare emergency/doctor number.,Why? these steps help you plan calmly ✅ Today: note this in the app and plan the next step 💡 Remember: every pregnancy is unique—adjust with your clinician,internal
tip_w37_d01,37,1,developpement,Bébé a la taille d'une blette.,"Ce qui se passe : bébé change très vite à ce stade ✅ Aujourd’hui : continue les habitudes saines (eau, sommeil, vitamines) 💛 Normal si : ne pas sentir grand‑chose au début est normal",الطفل بحجم السلق.,ما الذي يحدث: الطفل يتطور بسرعة في هذه المرحلة ✅ اليوم: واصلي العادات الصحية (ماء، نوم، فيتامينات) 💛 طبيعي إذا: عدم الشعور بشيء واضح في البداية طبيعي,Baby is the size of chard.,"What’s happening: baby is changing fast at this stage ✅ Today: keep healthy habits (water, sleep, vitamins) 💛 Normal if: not feeling much early on is normal",internal
tip_w37_d02,37,2,sante,Bébé est considéré À TERME !,"Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",الطفل يعتبر مكتمل النمو!,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,Baby is considered FULL TERM!,"Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",CNGOF
tip_w37_d03,37,3,preparation,Il peut arriver n'importe quand.,"Pourquoi ? ces étapes t’aident à anticiper et à vivre la grossesse sereinement ✅ Aujourd’hui : note cette info et prépare la prochaine étape 💡 À retenir : chaque grossesse est unique, ajuste avec ton médecin",قد يصل في أي وقت.,لماذا؟ هذه الخطوات تساعدك على الاستعداد بهدوء ✅ اليوم: سجّلي هذه المعلومة وجهّزي الخطوة التالية 💡 تذكّري: كل حمل مختلف، وسيتم التعديل مع طبيبك,He can arrive anytime.,Why? these steps help you plan calmly ✅ Today: note this in the app and plan the next step 💡 Remember: every pregnancy is unique—adjust with your clinician,internal
tip_w37_d04,37,4,sante,Colostrum : vos seins peuvent couler un peu.,"Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",اللبأ: قد يسيل ثدياك قليلاً.,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,Colostrum: your breasts might leak a bit.,"Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",internal
tip_w37_d05,37,5,nutrition,"Mangez léger et énergisant (dattes, pâtes).",Pourquoi ? une alimentation équilibrée nourrit bébé et limite les symptômes ✅ Aujourd’hui : ajoute un aliment clé lié au tip 💡 Astuce : mange en petites portions si nausées,كلي خفيفاً ومنشطاً (تمر، معجنات).,لماذا؟ الغذاء المتوازن يغذي الطفل ويخفف الأعراض ✅ اليوم: أضيفي طعاماً مفيداً مرتبطاً بالنصيحة 💡 نصيحة: كلي كميات صغيرة إذا كان لديكِ غثيان,"Eat light and energizing (dates, pasta).",Why? balanced food nourishes baby and eases symptoms ✅ Today: add a key food tied to the tip 💡 Tip: eat small portions if nauseous,Nutrition
tip_w37_d06,37,6,exercice,Faites du ballon pour ouvrir le bassin.,"Pourquoi ? le mouvement améliore la circulation et le confort ✅ Aujourd’hui : fais une activité douce 15–30 min 🚩 Stoppez et consultez si : douleur, vertiges, saignement, contractions régulières",استخدمي الكرة لفتح الحوض.,لماذا؟ الحركة تحسن الدورة الدموية والراحة ✅ اليوم: مارسي نشاطاً خفيفاً 15–30 دقيقة 🚩 توقفي وراجعي الطبيب إذا: ألم، دوار، نزف، تقلصات منتظمة,Use the ball to open pelvis.,"Why? movement improves circulation and comfort ✅ Today: do a gentle activity for 15–30 min 🚩 Stop and seek care if: pain, dizziness, bleeding, regular contractions",Kine
tip_w37_d07,37,7,famille,Passez du temps avec l'aîné.,Pourquoi ? le lien familial soutient ton moral et celui de bébé ✅ Aujourd’hui : partage un moment simple avec tes proches 💛 Important : demander de l’aide est une force,اقضي وقتاً مع الطفل الأكبر.,لماذا؟ الدعم العائلي يرفع معنوياتك ومعنويات الطفل ✅ اليوم: اقضي لحظة بسيطة مع من تحبين 💛 مهم: طلب المساعدة قوة,Spend time with the older child.,Why? family bonding supports your mood and baby’s ✅ Today: share a simple moment with loved ones 💛 Important: asking for help is strength,internal
tip_w38_d01,38,1,developpement,Bébé a la taille d'un poireau.,"Ce qui se passe : bébé change très vite à ce stade ✅ Aujourd’hui : continue les habitudes saines (eau, sommeil, vitamines) 💛 Normal si : ne pas sentir grand‑chose au début est normal",الطفل بحجم الكراث.,ما الذي يحدث: الطفل يتطور بسرعة في هذه المرحلة ✅ اليوم: واصلي العادات الصحية (ماء، نوم، فيتامينات) 💛 طبيعي إذا: عدم الشعور بشيء واضح في البداية طبيعي,Baby is the size of a leek.,"What’s happening: baby is changing fast at this stage ✅ Today: keep healthy habits (water, sleep, vitamins) 💛 Normal if: not feeling much early on is normal",internal
tip_w38_d02,38,2,developpement,Bébé descend dans le bassin (allègement).,"Ce qui se passe : bébé change très vite à ce stade ✅ Aujourd’hui : continue les habitudes saines (eau, sommeil, vitamines) 💛 Normal si : ne pas sentir grand‑chose au début est normal",ينزل الطفل في الحوض (تخفيف).,ما الذي يحدث: الطفل يتطور بسرعة في هذه المرحلة ✅ اليوم: واصلي العادات الصحية (ماء، نوم، فيتامينات) 💛 طبيعي إذا: عدم الشعور بشيء واضح في البداية طبيعي,Baby drops into pelvis (lightening).,"What’s happening: baby is changing fast at this stage ✅ Today: keep healthy habits (water, sleep, vitamins) 💛 Normal if: not feeling much early on is normal",internal
tip_w38_d03,38,3,sante,Vous respirez mieux ?,"Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",تتنفسين أفضل؟,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,Breathing better?,"Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",internal
tip_w38_d04,38,4,sante,Envie de pipi très fréquente (tête sur la vessie).,"Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",رغبة ملحة في التبول (الرأس على المثانة).,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,Frequent pee urge (head on bladder).,"Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",internal
tip_w38_d05,38,5,sante,Contractions irrégulières ? Faux travail.,"Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",تقلصات غير منتظمة؟ مخاض كاذب.,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,Irregular contractions? False labor.,"Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",CNGOF
tip_w38_d06,38,6,sante,Perte des eaux = Maternité direct.,"Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",نزول الماء = للمستشفى فوراً.,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,Water break = Hospital immediately.,"Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",Urgences
tip_w38_d07,38,7,sante,Saignement = Maternité direct.,"Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",نزيف = للمستشفى فوراً.,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,Bleeding = Hospital immediately.,"Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",Urgences
tip_w39_d01,39,1,developpement,Bébé a la taille d'une mini-pastèque.,"Ce qui se passe : bébé change très vite à ce stade ✅ Aujourd’hui : continue les habitudes saines (eau, sommeil, vitamines) 💛 Normal si : ne pas sentir grand‑chose au début est normal",الطفل بحجم بطيخة صغيرة.,ما الذي يحدث: الطفل يتطور بسرعة في هذه المرحلة ✅ اليوم: واصلي العادات الصحية (ماء، نوم، فيتامينات) 💛 طبيعي إذا: عدم الشعور بشيء واضح في البداية طبيعي,Baby is the size of a mini-watermelon.,"What’s happening: baby is changing fast at this stage ✅ Today: keep healthy habits (water, sleep, vitamins) 💛 Normal if: not feeling much early on is normal",internal
tip_w39_d02,39,2,developpement,Bébé est potelé et rose.,"Ce qui se passe : bébé change très vite à ce stade ✅ Aujourd’hui : continue les habitudes saines (eau, sommeil, vitamines) 💛 Normal si : ne pas sentir grand‑chose au début est normal",الطفل ممتلئ ووردي.,ما الذي يحدث: الطفل يتطور بسرعة في هذه المرحلة ✅ اليوم: واصلي العادات الصحية (ماء، نوم، فيتامينات) 💛 طبيعي إذا: عدم الشعور بشيء واضح في البداية طبيعي,Baby is chubby and pink.,"What’s happening: baby is changing fast at this stage ✅ Today: keep healthy habits (water, sleep, vitamins) 💛 Normal if: not feeling much early on is normal",internal
tip_w39_d03,39,3,preparation,Il attend le bon moment.,"Pourquoi ? ces étapes t’aident à anticiper et à vivre la grossesse sereinement ✅ Aujourd’hui : note cette info et prépare la prochaine étape 💡 À retenir : chaque grossesse est unique, ajuste avec ton médecin",ينتظر الوقت المناسب.,لماذا؟ هذه الخطوات تساعدك على الاستعداد بهدوء ✅ اليوم: سجّلي هذه المعلومة وجهّزي الخطوة التالية 💡 تذكّري: كل حمل مختلف، وسيتم التعديل مع طبيبك,He waits for the right moment.,Why? these steps help you plan calmly ✅ Today: note this in the app and plan the next step 💡 Remember: every pregnancy is unique—adjust with your clinician,internal
tip_w39_d04,39,4,exercice,"Marchez, bougez, montez les escaliers (doucement).","Pourquoi ? le mouvement améliore la circulation et le confort ✅ Aujourd’hui : fais une activité douce 15–30 min 🚩 Stoppez et consultez si : douleur, vertiges, saignement, contractions régulières",امشي، تحركي، اصعدي السلالم (ببطء).,لماذا؟ الحركة تحسن الدورة الدموية والراحة ✅ اليوم: مارسي نشاطاً خفيفاً 15–30 دقيقة 🚩 توقفي وراجعي الطبيب إذا: ألم، دوار، نزف، تقلصات منتظمة,"Walk, move, climb stairs (slowly).","Why? movement improves circulation and comfort ✅ Today: do a gentle activity for 15–30 min 🚩 Stop and seek care if: pain, dizziness, bleeding, regular contractions",ACOG
tip_w39_d05,39,5,nutrition,"Mangez épicé ? (Mythe pour déclencher, mais bon !).",Pourquoi ? une alimentation équilibrée nourrit bébé et limite les symptômes ✅ Aujourd’hui : ajoute un aliment clé lié au tip 💡 Astuce : mange en petites portions si nausées,أكل حار؟ (خرافة للتحفيز، لكن لذيذ!).,لماذا؟ الغذاء المتوازن يغذي الطفل ويخفف الأعراض ✅ اليوم: أضيفي طعاماً مفيداً مرتبطاً بالنصيحة 💡 نصيحة: كلي كميات صغيرة إذا كان لديكِ غثيان,"Spicy food? (Myth to induce, but tasty!).",Why? balanced food nourishes baby and eases symptoms ✅ Today: add a key food tied to the tip 💡 Tip: eat small portions if nauseous,internal
tip_w39_d06,39,6,sante,"Faites l'amour (si envie), ça peut aider le col.","Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",مارسي الحب (إذا رغبت)، قد يساعد العنق.,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,"Make love (if you want), helps cervix.","Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",CNGOF
tip_w39_d07,39,7,bien_etre,Dormez dès que vous pouvez.,"Pourquoi ? le bien‑être réduit le stress et aide ton corps à s’adapter ✅ Aujourd’hui : accorde‑toi 10–20 min de repos ou de douceur 💛 Normal si : fatigue, émotions variables, besoin de ralentir",نامي كلما استطعت.,لماذا؟ الراحة تقلل التوتر وتساعد جسمك على التكيّف ✅ اليوم: امنحي نفسكِ 10–20 دقيقة راحة أو عناية 💛 طبيعي إذا: تعب، تقلبات مزاج، حاجة للهدوء,Sleep whenever you can.,"Why? well‑being lowers stress and helps your body adapt ✅ Today: give yourself 10–20 min of rest or kindness 💛 Normal if: fatigue, mood shifts, need to slow down",internal
tip_w40_d01,40,1,developpement,Bébé a la taille d'une citrouille.,"Ce qui se passe : bébé change très vite à ce stade ✅ Aujourd’hui : continue les habitudes saines (eau, sommeil, vitamines) 💛 Normal si : ne pas sentir grand‑chose au début est normal",الطفل بحجم اليقطينة.,ما الذي يحدث: الطفل يتطور بسرعة في هذه المرحلة ✅ اليوم: واصلي العادات الصحية (ماء، نوم، فيتامينات) 💛 طبيعي إذا: عدم الشعور بشيء واضح في البداية طبيعي,Baby is the size of a pumpkin.,"What’s happening: baby is changing fast at this stage ✅ Today: keep healthy habits (water, sleep, vitamins) 💛 Normal if: not feeling much early on is normal",internal
